App Id,App Name,Keyword,Brand,Volume,Max. Volume,Difficulty,Chance,KEI,Results,Rank,Rank Status,Growth (Yesterday),Monthly Downloads,Maximum Reach,Conversion Rate,Relevancy Score
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,control center themes,false,5,5,16,96,29,235,2,ranked,4,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,control center wallpaper,false,5,5,13,79,24,250,7,ranked,-2,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,control lay,false,5,5,22,73,22,205,42,estimated,0,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,control screen custom,false,5,5,5,81,24,250,6,ranked,2,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,custom packs,false,5,5,22,73,22,201,190,ranked,61,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,ai skycenter,true,5,5,2,73,22,249,200,ranked,0,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,app themes widget,false,5,5,72,65,20,250,12,ranked,-4,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,contro practice,false,5,5,7,73,22,205,Unranked,unranked,0,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,control custom,false,5,5,30,73,22,250,17,ranked,1,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,customize pack,false,5,5,69,67,20,208,Unranked,unranked,-243,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,icontrol for woddon,false,5,5,34,82,25,229,6,ranked,1,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,icontrol widget themes,true,5,5,25,73,22,228,12,ranked,0,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,personalised content,false,5,5,66,70,21,246,125,ranked,126,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,snow widgets themes,false,5,5,70,67,20,249,24,ranked,-2,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,widget wthemes,false,5,5,38,73,22,248,15,ranked,0,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,2023 widget,false,5,23,37,73,22,202,43,ranked,2,0,2,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,neon widgets,false,14,25,54,73,34,250,92,estimated,0,0,24,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,panel control android,false,5,23,0,73,22,246,19,ranked,0,0,13,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,theme and widgets,false,12,23,68,68,29,249,22,ranked,-2,0,22,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,themes widget,false,12,12,47,73,31,232,14,ranked,0,0,22,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,custom control,false,12,23,5,73,31,227,14,ranked,14,0,21,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,customize control center,false,12,23,0,73,31,249,15,ranked,-1,0,23,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,widget themes,false,18,31,58,73,39,250,13,ranked,0,0,30,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,app decoration theme,false,7,14,43,73,25,250,14,ranked,0,0,19,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,chat theme,false,5,23,10,73,22,249,26,ranked,-2,0,18,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,app decoration theme free,false,7,19,41,73,25,250,12,ranked,-1,0,16,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,app decorator theme,false,5,23,54,73,22,249,23,ranked,-4,0,17,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,notification center widgets,false,5,5,0,73,22,225,14,ranked,23,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,control widget,false,10,13,16,73,29,250,17,ranked,-1,0,18,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,panel control,false,5,23,0,73,22,248,20,ranked,0,0,13,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,control panel,false,9,31,0,73,27,247,15,ranked,1,0,14,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,themed panels,false,9,9,18,73,27,249,18,ranked,1,0,14,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,for theme,false,9,9,24,73,27,250,26,estimated,0,0,15,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,theme aesthetic free,false,5,20,46,73,22,248,20,ranked,-4,0,11,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,theme screen,false,5,20,43,73,22,250,35,ranked,-3,0,9,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,widget theme app,false,9,9,35,75,28,241,10,ranked,-1,0,14,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,create theme,false,9,20,21,73,27,250,56,ranked,195,0,14,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,smart center control,false,9,20,5,73,27,246,61,ranked,4,0,14,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,custom control panel,false,9,20,12,73,27,250,32,ranked,-4,0,14,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,custom quick settings,false,9,20,0,73,27,244,109,ranked,-7,0,14,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,style control center,false,5,20,0,73,22,249,46,ranked,-1,0,11,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,theme design app,false,12,23,43,73,31,250,22,ranked,-7,0,15,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,theme icon and widget,false,9,23,69,75,28,248,8,ranked,-1,0,14,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,themes wallpapers and widgets,true,5,25,49,73,22,231,26,ranked,-2,0,11,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,apply theme,false,5,9,35,73,22,225,49,ranked,6,0,10,0,null
